"document","topic","gamma"
2302,1,0.509286060377129
2303,2,0.508760136146829
2304,2,0.502178995912536
2305,1,0.504578419861731
2306,1,0.506064190041845
2307,1,0.501561177422557
2308,1,0.508522371203113
2309,1,0.500361998200713
2310,1,0.50050148046289
2311,1,0.502876895942781
2312,1,0.501684223110599
2313,2,0.504706857665469
2314,2,0.507246016450144
2315,1,0.504307464930128
2316,2,0.50354486796794
2317,2,0.503550376685959
2318,2,0.502353420962394
2319,1,0.501561177422557
2320,1,0.50491680205238
2321,1,0.500594239125108
2322,2,0.501553329415055
2323,1,0.505466603984417
2324,1,0.506064190041845
2325,1,0.501464871440468
2326,1,0.503534988295623
2327,2,0.506802562248601
2328,1,0.506685938783983
2329,1,0.50491680205238
2330,1,0.501263038665193
2331,2,0.507154057181166
2332,1,0.506064190041845
2333,1,0.504307464930128
2334,2,0.504578849768406
2335,1,0.503147361038444
2336,1,0.501936620890971
2337,2,0.501350540886896
2338,1,0.502831875934134
2339,2,0.508723516498953
2341,2,0.50126871010906
2342,2,0.501968192427973
2343,2,0.502021513888721
2344,1,0.502176032599321
2345,2,0.503550376685959
2346,2,0.501023505551664
2347,1,0.509286060377129
2348,1,0.503903849126258
2349,1,0.504578419861731
2350,1,0.506064190041845
2351,1,0.504307464930128
2352,2,0.505956521655108
2353,2,0.503096178729883
2354,1,0.501936620890971
2355,2,0.501350540886896
2356,1,0.502831875934134
2357,1,0.507161940298561
2358,2,0.500781475076779
2359,1,0.501588075663612
2360,1,0.503427590337517
2361,1,0.504307464930128
2362,1,0.508522371203113
2363,1,0.500361998200713
2364,1,0.501936620890971
2365,2,0.501350540886896
2366,1,0.502831875934134
2367,1,0.507161940298561
2368,2,0.500781475076779
2369,1,0.501588075663612
2370,1,0.503427590337517
2371,1,0.504307464930128
2372,1,0.508522371203113
2373,1,0.501823172311785
2374,1,0.501936620890971
2375,2,0.501350540886896
2376,1,0.502831875934134
2377,1,0.507161940298561
2378,2,0.500781475076779
2379,1,0.501588075663612
2380,1,0.503427590337517
2381,1,0.507270579471612
2382,2,0.503550376685959
2383,2,0.503096178729883
2384,1,0.503147361038444
2385,1,0.501936620890971
2386,2,0.501350540886896
2387,1,0.502831875934134
2388,2,0.508723516498953
2390,2,0.50126871010906
2391,2,0.501968192427973
2392,2,0.502021513888721
2393,1,0.502176032599321
2394,2,0.503550376685959
2395,2,0.501023505551664
2396,1,0.509286060377129
2397,1,0.503903849126258
2398,1,0.504578419861731
2399,1,0.506064190041845
2400,1,0.504307464930128
2401,1,0.508522371203113
2402,1,0.500361998200713
2403,1,0.503147361038444
2404,1,0.501936620890971
2405,2,0.501350540886896
2406,1,0.502831875934134
2407,2,0.508723516498953
2409,2,0.50126871010906
2410,2,0.501968192427973
2411,2,0.502021513888721
2412,1,0.502176032599321
2413,1,0.508522371203113
2414,1,0.501823172311785
2415,1,0.504307464930128
2416,2,0.503088124388431
2417,1,0.506064190041845
2418,1,0.501561177422557
2419,1,0.508522371203113
2420,1,0.501823172311785
2421,1,0.50050148046289
2422,1,0.506395410075257
2423,2,0.507076306884148
2424,2,0.506968115168612
2425,1,0.503319638358635
2426,2,0.507810335265095
2427,1,0.506064190041845
2428,2,0.503335029382827
2429,2,0.501259830696651
2430,2,0.502466631718571
2431,1,0.508522371203113
2432,1,0.501823172311785
2433,1,0.50050148046289
2434,1,0.506395410075257
2435,2,0.507076306884148
2436,2,0.506968115168612
2437,1,0.503319638358635
2438,2,0.507810335265095
2439,1,0.506064190041845
2440,2,0.503335029382827
2441,2,0.501259830696651
2442,1,0.504307464930128
2443,1,0.508522371203113
2444,1,0.504932664468248
2445,2,0.507056455376731
2446,1,0.50050148046289
2447,1,0.502876895942781
2448,1,0.501684223110599
2449,2,0.504706857665469
2450,2,0.507246016450144
2451,1,0.502769029526642
2452,2,0.503588287142231
2453,1,0.503271396846059
2454,1,0.506315644685277
2455,2,0.501072917930407
2456,2,0.507056455376731
2457,1,0.501076147955379
2458,2,0.502511409324003
2459,1,0.508522371203113
2460,1,0.501823172311785
2461,1,0.50050148046289
2462,1,0.503319638358635
2463,1,0.504578419861731
2464,1,0.504307464930128
2465,1,0.508522371203113
2466,1,0.500361998200713
2467,1,0.501263038665193
2468,1,0.505466603984417
2469,1,0.506064190041845
2470,1,0.508522371203113
2471,1,0.501823172311785
2472,1,0.500262918085435
2473,1,0.509286060377129
2474,1,0.504307464930128
2475,1,0.504578419861731
2476,1,0.505085325156681
2477,1,0.502386058234329
2478,2,0.501151888213119
2479,2,0.501772113649113
2480,2,0.501810407764736
2481,2,0.502156012754334
2482,1,0.506064190041845
2483,2,0.503969837801177
2484,1,0.500417203701645
2485,1,0.501385222228109
2486,2,0.506035293758216
2487,2,0.502871696647824
2488,2,0.503550376685959
2489,1,0.503134962772271
2490,1,0.506064190041845
2491,1,0.504307464930128
2492,2,0.504578849768406
2493,1,0.500657015482214
2494,1,0.501243453507092
2495,2,0.501029188588537
2496,2,0.507654992499448
2497,1,0.50850596305673
2498,1,0.501430708075035
2499,1,0.502045957845515
2500,1,0.505621077665803
2501,2,0.50139040381928
2502,2,0.502156012754334
2503,1,0.504578419861731
2504,1,0.506064190041845
2505,2,0.502466631718571
2506,2,0.504578849768406
2507,1,0.503042242491416
2508,1,0.501263038665193
2509,1,0.507090621624561
2511,2,0.501313685316886
2512,2,0.502739686775058
2513,1,0.506174908410037
2514,1,0.506685938783983
2516,2,0.503926885205095
2517,2,0.50047603132842
2518,1,0.50050148046289
2519,1,0.508465186140907
2520,1,0.501936620890971
2521,2,0.504578849768406
2522,2,0.505142227475561
2523,2,0.502245226602294
2524,2,0.500107213432091
2525,2,0.505093534434077
2526,2,0.501499561283678
2528,2,0.503926885205095
2529,2,0.503550376685959
2530,2,0.503173231987193
2531,1,0.509286060377129
2532,2,0.508760136146829
2533,2,0.502178995912536
2534,1,0.504578419861731
2535,1,0.506064190041845
2536,2,0.508740087903472
2537,1,0.500854896160952
2538,1,0.50343352577851
2539,1,0.500492671420218
2540,2,0.501267286193391
2541,1,0.509353827675936
2542,1,0.506456139174124
2543,2,0.503173231987193
2544,1,0.509286060377129
2545,1,0.503903849126258
2546,1,0.506064190041845
